Date String (YYYY-MM-DD hh:mm:ss) UTC,Semicolon delimited list of cut sizes present,total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),measurement cell temperature (°C),measurement cell temperature (°C),°C,measurement cell relative humidity (%),measurement cell relative humidity (%),humdified neph upstream RH (%),measurement cell pressure (hPa),measurement cell pressure (hPa)
DateTimeUTC,Size,BsB_S11,BsB_S12,BsG_S11,BsG_S12,BsR_S11,BsR_S12,BbsB_S11,BbsB_S12,BbsG_S11,BbsG_S12,BbsR_S11,BbsR_S12,T_S11,T_S12,T_V12,U_S11,U_S12,U_V12,P_S11,P_S12
2024-10-06 18:59:00,PM1,0035.36,0035.41,0025.32,0025.06,0016.43,0016.43,0005.25,0004.69,0003.93,0003.80,0003.63,0003.25,029.8,027.6,027.8,026.2,037.8,042.2,0888.2,0884.8
2024-10-06 19:00:00,PM10,,,,,,,,,,,,,,,,,,,,
2024-10-06 19:01:00,PM10,0038.02,0036.88,0028.22,0027.87,0018.93,0020.04,0005.93,0005.72,0004.99,0004.26,0004.39,0004.10,029.8,027.6,027.7,026.3,037.3,041.7,0895.5,0892.1
2024-10-06 19:02:00,PM10,0038.78,0038.39,0028.66,0028.02,0019.65,0019.22,0005.86,0006.17,0005.11,0005.09,0003.67,0004.00,029.8,027.6,027.7,026.3,037.0,041.4,0895.5,0892.1
2024-10-06 19:03:00,PM10,0040.70,0038.93,0029.11,0028.42,0019.68,0020.60,0005.81,0005.36,0005.35,0004.79,0003.85,0004.38,029.8,027.6,027.7,026.1,036.7,040.9,0895.5,0892.1
2024-10-06 19:04:00,PM10,0040.68,0040.02,0029.80,0027.97,0021.15,0020.74,0006.23,0006.53,0004.84,0004.76,0003.99,0004.64,029.8,027.6,027.8,025.8,036.3,040.2,0895.5,0892.1
2024-10-06 19:05:00,PM10,0039.96,0039.26,0029.24,0027.95,0020.92,0020.11,0007.01,0005.39,0005.31,0005.03,0004.58,0004.60,029.8,027.5,027.8,025.8,036.3,040.2,0895.5,0892.1
2024-10-06 19:06:00,PM10,0039.17,0039.38,0028.76,0028.07,0019.79,0020.43,0005.87,0005.45,0004.69,0004.37,0004.05,0004.16,029.8,027.5,027.8,026.0,036.4,040.1,0895.4,0892.0
2024-10-06 19:07:00,PM10,0038.18,0038.98,0030.97,0028.40,0018.71,0019.95,0005.70,0006.42,0005.14,0004.83,0003.63,0003.56,029.8,027.5,027.8,025.9,036.2,039.7,0895.4,0892.0
2024-10-06 19:08:00,PM10,0038.82,0039.08,0028.72,0027.90,0020.39,0019.99,0006.19,0006.51,0004.88,0004.90,0004.03,0004.39,029.8,027.5,027.8,025.8,036.2,039.6,0895.3,0891.9
2024-10-06 19:09:00,PM10,0038.66,0039.20,0028.41,0028.22,0018.85,0019.18,0005.74,0005.60,0004.58,0005.23,0003.87,0004.03,029.8,027.5,027.9,026.0,036.5,039.9,0895.3,0891.9
2024-10-06 19:10:00,PM10,0037.76,0037.20,0027.93,0026.88,0020.95,0019.43,0005.43,0005.56,0004.45,0004.45,0004.54,0004.08,029.8,027.5,027.9,026.1,037.3,040.7,0895.3,0891.9
2024-10-06 19:11:00,PM10,0038.39,0038.51,0028.08,0027.68,0019.41,0019.26,0005.64,0005.75,0004.45,0004.56,0003.68,0004.61,029.8,027.5,027.9,026.2,038.2,041.7,0895.3,0891.9
2024-10-06 19:12:00,PM10,0038.72,0037.74,0027.43,0026.88,0018.72,0019.05,0005.18,0005.22,0004.72,0004.27,0003.60,0004.13,029.8,027.5,027.9,026.1,040.5,044.2,0895.3,0891.9
2024-10-06 19:13:00,PM10,0037.56,0037.82,0027.47,0027.08,0019.18,0018.75,0005.67,0005.98,0005.16,0004.04,0003.53,0003.90,029.7,027.5,027.9,026.0,041.3,045.4,0895.3,0891.9
2024-10-06 19:14:00,PM10,0037.32,0039.23,0026.48,0027.83,0018.35,0019.44,0005.76,0005.20,0004.22,0004.57,0004.24,0004.35,029.7,027.5,027.9,026.1,044.3,048.6,0895.3,0891.9
2024-10-06 19:15:00,PM10,0037.64,0039.05,0028.22,0028.26,0017.92,0020.17,0005.15,0005.30,0004.63,0004.40,0003.43,0004.08,029.7,027.5,027.8,026.3,046.2,051.2,0895.3,0891.9
2024-10-06 19:16:00,PM10,0038.15,0041.09,0028.50,0030.51,0019.55,0022.47,0005.37,0005.48,0004.83,0004.58,0003.94,0004.48,029.7,027.5,027.8,026.3,050.8,056.5,0895.3,0891.9
2024-10-06 19:17:00,PM10,0038.61,0041.32,0029.55,0029.57,0019.70,0020.69,0005.94,0005.54,0004.37,0004.83,0004.04,0004.14,029.7,027.5,027.8,026.3,053.2,059.5,0895.3,0891.9
2024-10-06 19:18:00,PM10,0040.60,0044.29,0033.52,0031.11,0022.50,0023.93,0006.20,0006.70,0005.46,0004.75,0004.30,0004.46,029.7,027.5,027.8,026.2,055.5,062.3,0895.3,0891.9
2024-10-06 19:19:00,PM10,0039.84,0043.58,0028.20,0030.59,0021.06,0021.67,0005.24,0006.14,0004.83,0005.54,0004.44,0004.21,029.7,027.5,027.8,026.0,059.0,066.3,0895.2,0891.8
2024-10-06 19:20:00,PM10,0037.62,0042.86,0027.25,0030.91,0020.41,0022.25,0005.65,0005.65,0005.12,0004.80,0004.01,0004.39,029.7,027.5,027.8,026.1,062.2,070.3,0895.2,0891.8
2024-10-06 19:21:00,PM10,0037.49,0042.79,0028.05,0031.13,0018.93,0021.55,0005.41,0005.78,0004.06,0004.76,0003.64,0003.77,029.7,027.5,027.8,026.1,063.7,072.7,0895.2,0891.8
2024-10-06 19:22:00,PM10,0038.59,0042.80,0027.25,0032.00,0019.07,0022.20,0005.04,0005.58,0004.18,0005.30,0004.08,0004.18,029.7,027.5,027.9,026.2,065.0,074.1,0895.2,0891.8
2024-10-06 19:23:00,PM10,0040.07,0045.24,0027.66,0033.34,0020.44,0022.90,0005.45,0005.78,0004.43,0004.78,0004.46,0004.42,029.7,027.5,027.9,026.4,066.0,075.4,0895.2,0891.8
2024-10-06 19:24:00,PM10,0038.02,0047.46,0028.31,0034.76,0018.91,0022.93,0005.73,0005.88,0004.66,0005.06,0004.27,0003.97,029.7,027.5,027.9,026.1,067.8,077.4,0895.2,0891.8
2024-10-06 19:25:00,PM10,0037.97,0045.34,0027.90,0033.42,0019.32,0024.78,0005.47,0006.62,0004.97,0004.88,0003.84,0004.63,029.7,027.5,028.0,026.0,069.6,079.4,0895.1,0891.7
2024-10-06 19:26:00,PM10,0038.26,0049.21,0027.14,0034.47,0019.72,0025.64,0005.51,0006.30,0005.25,0004.81,0004.49,0004.70,029.7,027.5,028.0,026.0,071.2,081.5,0895.2,0891.8
2024-10-06 19:27:00,PM10,0038.49,0048.16,0028.06,0035.99,0019.85,0025.41,0005.79,0006.25,0004.57,0004.78,0003.50,0004.51,029.7,027.5,028.1,026.0,073.0,083.1,0895.2,0891.8
2024-10-06 19:28:00,PM10,0038.54,0049.03,0028.00,0036.36,0020.41,0025.22,0005.31,0006.65,0004.77,0004.75,0003.93,0004.39,029.7,027.5,028.1,026.1,073.9,084.6,0895.2,0891.8
2024-10-06 19:29:00,PM10,0038.52,0050.13,0028.26,0036.41,0019.64,0026.04,0005.58,0006.57,0005.32,0004.72,0003.98,0004.67,029.7,027.5,028.1,026.1,075.2,086.1,0895.2,0891.8
2024-10-06 19:30:00,PM1,,,,,,,,,,,,,,,,,,,,
2024-10-06 19:31:00,PM1,0035.82,0047.52,0025.54,0034.32,0016.74,0023.41,0004.94,0006.40,0004.66,0005.23,0003.80,0004.33,029.7,027.5,028.0,026.1,076.0,085.0,0888.0,0884.7
2024-10-06 19:32:00,PM1,0036.43,0047.77,0025.17,0035.09,0016.88,0024.00,0004.95,0006.20,0003.97,0005.00,0003.73,0004.55,029.7,027.5,028.0,026.2,076.6,086.1,0888.0,0884.7
2024-10-06 19:33:00,PM1,0036.19,0047.50,0025.91,0034.04,0016.18,0023.71,0005.19,0005.80,0004.17,0004.51,0003.71,0004.09,029.7,027.5,027.9,026.1,076.0,085.4,0888.0,0884.6
2024-10-06 19:34:00,PM1,0037.33,0044.32,0025.23,0031.88,0016.66,0020.68,0005.19,0005.45,0004.78,0004.47,0003.65,0004.46,029.7,027.5,027.9,025.9,071.3,080.4,0888.0,0884.6
2024-10-06 19:35:00,PM1,0034.69,0043.70,0026.41,0031.39,0016.68,0020.86,0005.43,0005.59,0004.12,0004.66,0003.19,0004.31,029.7,027.5,027.9,026.1,069.9,079.1,0888.0,0884.6
2024-10-06 19:36:00,PM1,0036.85,0043.56,0026.61,0031.34,0016.35,0019.78,0005.53,0005.59,0004.26,0004.26,0003.30,0004.39,029.7,027.5,027.9,026.2,068.4,077.6,0888.0,0884.6
2024-10-06 19:37:00,PM1,0035.29,0043.56,0025.42,0029.81,0017.12,0019.82,0005.76,0006.48,0004.72,0004.77,0004.62,0003.69,029.7,027.5,027.8,026.1,067.5,076.6,0888.0,0884.6
2024-10-06 19:38:00,PM1,0038.06,0042.93,0026.81,0031.82,0017.56,0020.39,0005.46,0005.76,0004.18,0004.73,0003.67,0004.16,029.7,027.5,027.8,025.9,067.6,076.6,0888.0,0884.6
2024-10-06 19:39:00,PM1,0034.82,0040.29,0025.37,0027.73,0016.25,0019.03,0005.12,0004.67,0003.81,0004.35,0003.96,0003.96,029.7,027.5,027.8,025.8,064.9,073.4,0888.0,0884.6
2024-10-06 19:40:00,PM1,0035.10,0040.06,0024.30,0028.79,0016.08,0020.17,0004.75,0005.60,0004.17,0004.10,0003.72,0003.20,029.7,027.5,027.8,025.8,063.9,071.9,0888.0,0884.6
2024-10-06 19:41:00,PM1,0035.66,0039.95,0025.35,0028.22,0016.54,0018.58,0005.16,0004.85,0004.58,0004.26,0003.05,0003.30,029.7,027.5,027.8,025.9,064.5,072.1,0888.0,0884.6
2024-10-06 19:42:00,PM1,0034.41,0037.82,0025.35,0026.93,0016.31,0018.69,0005.17,0004.84,0003.90,0004.91,0002.99,0004.10,029.7,027.5,027.9,026.2,059.6,066.4,0887.9,0884.6
2024-10-06 19:43:00,PM1,0035.91,0038.99,0025.11,0027.37,0016.93,0018.64,0005.06,0005.06,0004.24,0004.50,0002.98,0003.59,029.7,027.5,027.9,026.0,057.4,063.6,0887.9,0884.5
2024-10-06 19:44:00,PM1,0036.93,0037.60,0025.78,0026.54,0016.84,0017.33,0004.85,0005.68,0004.38,0004.35,0003.33,0003.94,029.7,027.5,027.9,026.1,054.1,059.8,0887.9,0884.5
2024-10-06 19:45:00,PM1,0035.29,0037.68,0025.28,0026.99,0015.43,0017.61,0005.31,0005.18,0004.36,0004.75,0003.54,0003.73,029.7,027.5,027.9,026.2,052.0,057.4,0887.9,0884.5
2024-10-06 19:46:00,PM1,0036.09,0036.91,0024.90,0025.67,0016.65,0017.49,0004.55,0005.10,0004.69,0003.80,0003.34,0003.39,029.7,027.5,027.9,026.2,049.7,055.1,0887.8,0884.5
2024-10-06 19:47:00,PM1,0035.90,0037.10,0026.93,0025.67,0016.37,0018.34,0005.28,0005.04,0004.27,0004.08,0003.67,0004.14,029.7,027.5,027.9,026.2,049.6,054.9,0887.9,0884.5
2024-10-06 19:48:00,PM1,0035.60,0036.94,0024.27,0025.32,0016.77,0017.32,0005.10,0004.68,0004.47,0004.36,0003.26,0004.22,029.7,027.5,027.8,026.2,047.3,052.5,0887.8,0884.4
2024-10-06 19:49:00,PM1,0034.53,0035.91,0025.66,0025.07,0016.08,0016.33,0005.07,0005.23,0003.33,0004.42,0003.23,0003.51,029.7,027.5,027.8,026.1,045.1,050.3,0887.8,0884.4
2024-10-06 19:50:00,PM1,0035.31,0036.00,0024.36,0024.82,0016.90,0016.49,0004.93,0005.47,0004.24,0004.10,0003.87,0004.26,029.7,027.5,027.8,026.0,043.6,048.8,0887.8,0884.5
2024-10-06 19:51:00,PM1,0035.33,0035.12,0025.99,0026.04,0016.14,0016.70,0004.93,0005.59,0004.38,0004.13,0003.66,0004.05,029.6,027.5,027.8,026.1,042.3,047.6,0887.8,0884.4
2024-10-06 19:52:00,PM1,0035.60,0034.36,0025.83,0024.31,0016.42,0018.18,0005.40,0005.17,0004.09,0004.53,0003.59,0003.99,029.6,027.5,027.8,026.1,041.3,046.5,0887.8,0884.4
2024-10-06 19:53:00,PM1,0036.76,0037.44,0026.41,0025.94,0016.98,0017.12,0005.53,0005.71,0004.57,0004.61,0003.76,0003.62,029.6,027.5,027.8,026.0,040.4,045.4,0887.8,0884.4
2024-10-06 19:54:00,PM1,0037.31,0039.00,0026.53,0026.20,0017.08,0017.56,0005.35,0004.54,0005.09,0004.46,0003.81,0003.27,029.6,027.5,027.8,026.1,039.8,044.7,0887.8,0884.4
2024-10-06 19:55:00,PM1,0035.38,0036.88,0025.10,0024.71,0016.62,0017.84,0005.53,0005.45,0004.16,0003.76,0003.93,0004.02,029.6,027.5,027.8,026.2,039.5,044.1,0887.8,0884.4
2024-10-06 19:56:00,PM1,0036.64,0035.50,0025.94,0024.15,0016.68,0016.10,0005.57,0005.45,0004.04,0004.07,0003.30,0003.89,029.6,027.5,027.9,026.3,039.1,043.6,0887.8,0884.4
2024-10-06 19:57:00,PM1,0034.36,0035.48,0025.02,0023.96,0015.31,0017.43,0004.99,0004.55,0003.77,0004.06,0003.43,0004.03,029.6,027.5,027.9,026.5,038.9,043.2,0887.8,0884.4
2024-10-06 19:58:00,PM1,0033.45,0034.42,0023.57,0023.34,0015.30,0016.02,0004.76,0005.18,0004.14,0004.35,0003.21,0003.80,029.6,027.5,027.9,026.5,038.5,042.5,0887.7,0884.3
2024-10-06 19:59:00,PM1,0033.36,0032.48,0023.88,0021.49,0015.17,0014.74,0005.04,0005.08,0004.01,0003.65,0003.42,0003.84,029.6,027.5,027.9,026.2,037.9,041.8,0887.7,0884.3
2024-10-06 20:00:00,PM10,,,,,,,,,,,,,,,,,,,,
2024-10-06 20:01:00,PM10,0033.87,0034.58,0025.12,0024.75,0016.98,0017.55,0004.81,0005.20,0004.49,0004.44,0003.50,0003.60,029.6,027.4,027.9,026.3,037.4,041.1,0895.0,0891.6
2024-10-06 20:02:00,PM10,0034.07,0033.54,0024.64,0023.92,0016.80,0016.78,0005.40,0005.35,0004.51,0004.17,0003.87,0003.70,029.6,027.4,027.9,026.4,037.3,041.1,0895.0,0891.6
2024-10-06 20:03:00,PM10,0033.01,0033.80,0024.31,0023.57,0016.31,0016.95,0004.49,0004.85,0003.99,0003.68,0003.48,0003.47,029.6,027.4,027.5,026.6,037.3,041.1,0895.0,0891.5
2024-10-06 20:04:00,PM10,0032.69,0033.02,0023.55,0023.18,0017.20,0018.05,0004.88,0004.39,0004.03,0003.97,0004.20,0003.88,029.6,027.4,027.5,026.5,037.0,040.9,0894.9,0891.5
2024-10-06 20:05:00,PM10,0032.57,0032.61,0023.59,0022.66,0016.29,0016.52,0004.70,0004.93,0003.96,0004.58,0003.89,0003.60,029.6,027.4,027.5,026.5,036.8,040.7,0894.9,0891.5
2024-10-06 20:06:00,PM10,0032.27,0031.46,0022.35,0022.63,0016.54,0016.40,0004.82,0004.23,0003.78,0003.65,0003.57,0003.44,029.6,027.4,027.5,026.5,036.8,040.8,0894.9,0891.5
2024-10-06 20:07:00,PM10,0030.99,0031.18,0022.83,0022.19,0015.13,0016.66,0005.20,0004.63,0004.19,0004.18,0003.59,0003.16,029.6,027.4,027.7,026.7,036.9,040.9,0894.9,0891.5
2024-10-06 20:08:00,PM10,0030.15,0030.08,0021.44,0022.35,0015.35,0015.64,0004.59,0004.30,0003.51,0003.70,0003.34,0003.66,029.6,027.4,027.8,026.8,036.9,040.8,0894.9,0891.5
2024-10-06 20:09:00,PM10,0029.67,0029.01,0021.48,0021.47,0015.53,0015.24,0004.40,0004.82,0003.90,0003.83,0003.21,0003.32,029.6,027.4,027.8,026.9,036.9,040.7,0894.9,0891.5
2024-10-06 20:10:00,PM10,0029.01,0028.10,0022.19,0022.08,0015.96,0014.69,0004.48,0004.01,0003.39,0003.38,0003.40,0003.08,029.6,027.4,027.8,026.9,036.8,040.5,0894.8,0891.4
2024-10-06 20:11:00,PM10,0030.11,0029.87,0022.96,0021.64,0015.48,0014.73,0004.31,0004.64,0003.30,0003.14,0003.44,0003.28,029.6,027.4,027.8,026.6,037.7,041.4,0894.8,0891.4
2024-10-06 20:12:00,PM10,0030.27,0030.13,0022.91,0022.56,0015.16,0015.60,0004.55,0004.74,0003.59,0003.63,0003.79,0003.40,029.5,027.4,027.8,026.4,040.7,044.5,0894.8,0891.4
2024-10-06 20:13:00,PM10,0031.51,0029.70,0022.09,0021.88,0016.06,0015.18,0004.86,0004.53,0004.42,0003.36,0003.43,0003.62,029.5,027.4,027.9,026.3,041.5,045.4,0894.8,0891.4
2024-10-06 20:14:00,PM10,0031.31,0031.59,0023.04,0022.95,0017.13,0018.94,0005.13,0005.09,0004.04,0004.16,0003.18,0003.80,029.5,027.4,027.9,026.4,044.6,048.4,0894.9,0891.5
2024-10-06 20:15:00,PM10,0030.78,0031.30,0024.07,0022.44,0016.02,0016.05,0004.00,0004.61,0004.37,0004.66,0003.20,0002.96,029.5,027.4,028.0,026.6,046.8,050.9,0894.9,0891.5
2024-10-06 20:16:00,PM10,0030.95,0033.39,0023.26,0023.17,0015.73,0017.03,0004.17,0005.07,0003.62,0004.32,0003.50,0003.77,029.5,027.4,028.0,026.7,051.8,056.7,0894.8,0891.4
2024-10-06 20:17:00,PM10,0035.49,0036.56,0026.32,0027.30,0019.67,0021.33,0005.61,0005.26,0005.41,0005.03,0004.15,0004.88,029.5,027.4,028.0,026.8,054.0,059.4,0894.9,0891.5
2024-10-06 20:18:00,PM10,0033.46,0034.55,0024.50,0023.99,0015.62,0017.82,0005.24,0004.80,0004.33,0004.09,0003.89,0003.21,029.5,027.4,027.9,026.6,056.6,062.5,0894.9,0891.5
2024-10-06 20:19:00,PM10,0033.62,0036.14,0025.08,0025.88,0017.62,0018.05,0004.51,0005.53,0003.93,0003.93,0003.18,0003.63,029.5,027.4,027.9,026.4,059.9,066.4,0894.9,0891.5
2024-10-06 20:20:00,PM10,0032.15,0037.11,0023.59,0026.65,0018.45,0018.21,0005.17,0004.73,0004.42,0004.75,0003.19,0004.14,029.5,027.4,027.9,026.4,062.7,070.3,0894.9,0891.5
2024-10-06 20:21:00,PM10,0034.46,0039.69,0025.20,0028.21,0017.76,0020.13,0004.81,0005.48,0004.57,0004.37,0003.83,0003.67,029.5,027.4,027.9,026.4,064.1,072.8,0894.9,0891.5
2024-10-06 20:22:00,PM10,0034.22,0038.97,0025.87,0027.90,0018.36,0020.10,0004.57,0005.70,0004.84,0004.50,0004.25,0004.27,029.5,027.4,027.9,026.4,064.9,074.0,0894.9,0891.5
2024-10-06 20:23:00,PM10,0034.32,0040.24,0026.04,0029.53,0017.93,0020.43,0005.31,0004.97,0004.05,0004.61,0003.50,0003.17,029.5,027.4,027.8,026.4,065.9,075.6,0894.9,0891.5
2024-10-06 20:24:00,PM10,0034.60,0040.62,0025.93,0030.29,0017.99,0021.81,0005.39,0005.58,0004.10,0004.38,0003.63,0004.19,029.5,027.4,027.8,026.6,067.2,077.3,0894.9,0891.5
2024-10-06 20:25:00,PM10,0036.10,0041.83,0025.76,0031.61,0017.42,0023.07,0005.19,0006.01,0004.18,0004.83,0004.19,0004.71,029.5,027.4,027.8,026.7,068.8,079.4,0894.9,0891.6
2024-10-06 20:26:00,PM10,0036.95,0044.61,0027.32,0032.36,0018.57,0023.65,0005.56,0006.12,0004.34,0004.90,0004.10,0003.51,029.5,027.4,027.8,026.7,070.4,081.4,0895.0,0891.5
2024-10-06 20:27:00,PM10,0036.88,0045.14,0025.93,0031.22,0018.37,0022.82,0005.90,0005.88,0004.72,0004.78,0003.72,0004.28,029.5,027.4,027.8,026.9,072.0,083.3,0894.9,0891.5
2024-10-06 20:28:00,PM10,0037.21,0044.65,0027.40,0032.68,0018.76,0024.14,0005.31,0005.91,0004.63,0005.46,0003.99,0004.91,029.5,027.4,027.8,026.9,073.0,084.3,0894.9,0891.5
2024-10-06 20:29:00,PM10,0037.02,0045.03,0026.46,0033.45,0019.27,0023.66,0006.30,0006.59,0004.70,0005.35,0003.77,0004.95,029.5,027.4,027.8,026.9,074.6,085.7,0894.9,0891.5
2024-10-06 20:30:00,PM1,,,,,,,,,,,,,,,,,,,,
2024-10-06 20:31:00,PM1,0030.04,0040.32,0021.78,0028.14,0014.31,0020.06,0004.74,0005.29,0004.25,0003.82,0003.00,0003.46,029.5,027.4,027.9,026.6,076.0,085.5,0887.7,0884.3
2024-10-06 20:32:00,PM1,0030.04,0040.64,0022.39,0028.65,0014.16,0019.59,0004.75,0005.74,0003.88,0004.29,0002.83,0003.77,029.5,027.4,027.9,026.7,077.6,087.2,0887.7,0884.3
2024-10-06 20:33:00,PM1,0028.38,0036.84,0021.47,0026.02,0014.20,0018.08,0003.90,0005.10,0003.85,0004.08,0002.81,0003.62,029.5,027.4,027.9,026.8,073.7,082.8,0887.6,0884.2
2024-10-06 20:34:00,PM1,0029.05,0035.19,0019.80,0024.60,0013.96,0017.41,0004.00,0004.76,0003.31,0003.60,0002.90,0003.25,029.5,027.4,027.8,026.7,071.5,080.5,0887.6,0884.2
2024-10-06 20:35:00,PM1,0027.21,0034.33,0020.47,0024.02,0013.36,0017.18,0004.13,0005.05,0004.11,0004.34,0002.46,0003.67,029.5,027.4,027.8,026.6,070.2,079.2,0887.6,0884.2
2024-10-06 20:36:00,PM1,0027.18,0033.15,0020.18,0022.97,0011.78,0016.51,0003.92,0004.25,0003.08,0003.49,0002.18,0003.34,029.5,027.4,027.7,026.5,068.4,077.4,0887.5,0884.2
2024-10-06 20:37:00,PM1,0027.03,0033.54,0018.93,0023.39,0013.01,0015.99,0003.94,0004.68,0003.47,0003.78,0002.80,0003.21,029.5,027.4,027.7,026.4,067.0,076.2,0887.5,0884.2
2024-10-06 20:38:00,PM1,0028.71,0033.03,0020.10,0022.60,0014.01,0016.58,0004.82,0004.22,0003.25,0003.92,0002.86,0003.69,029.5,027.4,027.7,026.3,066.6,075.6,0887.6,0884.2
2024-10-06 20:39:00,PM1,0029.84,0034.14,0020.61,0024.20,0013.29,0017.30,0004.39,0004.65,0003.35,0003.82,0003.56,0003.11,029.5,027.4,027.7,026.3,066.4,075.7,0887.6,0884.2
2024-10-06 20:40:00,PM1,0029.97,0033.47,0021.54,0023.67,0015.42,0016.77,0004.38,0004.70,0003.68,0004.27,0002.92,0003.34,029.4,027.4,027.7,026.5,063.7,072.0,0887.5,0884.1
2024-10-06 20:41:00,PM1,0030.68,0032.98,0021.63,0023.76,0014.43,0015.46,0004.60,0004.85,0004.09,0004.80,0003.11,0003.52,029.4,027.4,027.7,026.6,062.4,070.1,0887.5,0884.2
2024-10-06 20:42:00,PM1,0030.82,0032.81,0021.98,0023.31,0014.85,0017.21,0003.85,0004.89,0003.45,0004.21,0003.03,0003.49,029.4,027.4,027.7,026.5,059.7,067.0,0887.5,0884.1
2024-10-06 20:43:00,PM1,0031.28,0031.88,0022.26,0023.33,0014.32,0015.44,0004.35,0004.49,0003.85,0003.51,0003.21,0003.56,029.4,027.4,027.7,026.6,056.3,062.8,0887.5,0884.1
2024-10-06 20:44:00,PM1,0030.86,0031.98,0021.34,0023.58,0013.84,0015.17,0005.00,0004.89,0003.95,0003.15,0003.16,0003.30,029.4,027.4,027.8,026.5,054.8,061.0,0887.5,0884.2
2024-10-06 20:45:00,PM1,0031.93,0032.10,0022.63,0023.40,0014.59,0015.76,0004.39,0004.55,0003.61,0003.85,0002.85,0003.89,029.4,027.4,027.8,026.5,052.0,057.6,0887.5,0884.1
2024-10-06 20:46:00,PM1,0032.08,0032.37,0022.67,0022.92,0014.43,0015.69,0004.93,0004.37,0003.98,0004.21,0003.36,0004.22,029.4,027.4,027.8,026.4,049.8,055.1,0887.5,0884.1
2024-10-06 20:47:00,PM1,0032.47,0032.43,0022.54,0022.20,0015.46,0015.68,0005.10,0005.09,0004.03,0004.21,0004.25,0003.66,029.4,027.4,027.9,026.4,049.7,054.6,0887.5,0884.1
2024-10-06 20:48:00,PM1,0031.60,0033.12,0022.94,0022.84,0015.73,0015.77,0005.08,0004.78,0003.80,0004.15,0003.33,0003.54,029.4,027.4,027.9,026.6,047.6,052.2,0887.5,0884.1
2024-10-06 20:49:00,PM1,0032.34,0033.27,0023.05,0022.46,0015.61,0015.40,0004.93,0005.07,0004.00,0003.76,0002.91,0003.72,029.4,027.4,027.9,026.7,045.8,050.0,0887.4,0884.1
2024-10-06 20:50:00,PM1,0032.05,0033.47,0023.73,0023.40,0014.86,0015.58,0004.66,0004.95,0003.74,0004.16,0003.46,0002.82,029.4,027.4,027.9,026.7,044.1,048.1,0887.4,0884.0
2024-10-06 20:51:00,PM1,0031.67,0032.38,0023.35,0022.67,0014.59,0015.12,0005.13,0004.12,0003.42,0003.45,0002.74,0003.24,029.4,027.4,027.9,026.5,042.7,046.5,0887.4,0884.1
2024-10-06 20:52:00,PM1,0032.40,0032.53,0023.11,0024.30,0015.31,0015.96,0004.19,0005.06,0003.56,0004.42,0003.54,0003.07,029.4,027.4,027.9,026.4,041.6,045.4,0887.4,0884.1
2024-10-06 20:53:00,PM1,0032.10,0032.86,0022.55,0022.94,0015.26,0015.40,0004.87,0004.17,0003.31,0003.59,0003.40,0003.35,029.4,027.4,027.8,026.3,040.7,044.4,0887.4,0884.1
2024-10-06 20:54:00,PM1,0032.13,0032.09,0022.91,0022.81,0014.90,0015.12,0004.43,0004.09,0003.60,0003.68,0002.82,0003.81,029.4,027.4,027.8,026.3,040.1,043.7,0887.5,0884.1
2024-10-06 20:55:00,PM1,0032.55,0032.84,0023.80,0022.97,0015.17,0014.69,0004.49,0004.67,0003.83,0003.70,0003.00,0003.34,029.4,027.4,027.8,026.4,039.5,043.2,0887.5,0884.1
2024-10-06 20:56:00,PM1,0033.11,0032.87,0022.60,0022.71,0016.35,0016.23,0005.00,0005.68,0004.20,0004.65,0003.09,0003.38,029.4,027.4,027.8,026.5,039.2,043.1,0887.5,0884.1
2024-10-06 20:57:00,PM1,0032.23,0032.92,0023.20,0022.85,0014.61,0015.24,0004.79,0004.46,0003.80,0003.97,0003.22,0003.38,029.4,027.4,027.7,026.5,038.7,042.9,0887.4,0884.1
2024-10-06 20:58:00,PM1,0032.86,0033.69,0024.56,0022.48,0017.04,0015.59,0004.51,0004.77,0003.66,0004.50,0003.41,0003.97,029.4,027.4,027.7,026.5,038.3,042.6,0887.4,0884.1
2024-10-06 20:59:00,PM1,0033.38,0032.70,0024.16,0023.58,0015.47,0016.26,0004.60,0004.62,0003.88,0003.70,0003.31,0003.76,029.4,027.4,027.7,026.5,038.0,042.4,0887.4,0884.1
2024-10-06 21:00:00,PM10,,,,,,,,,,,,,,,,,,,,
2024-10-06 21:01:00,PM10,0036.85,0035.44,0027.13,0027.43,0017.85,0017.52,0005.24,0005.69,0004.21,0004.14,0003.77,0003.29,029.4,027.4,027.6,026.6,037.4,041.5,0894.8,0891.4
2024-10-06 21:02:00,PM10,0035.01,0034.31,0026.99,0026.00,0017.47,0017.44,0005.39,0005.52,0004.53,0004.39,0003.67,0004.13,029.4,027.4,027.5,026.6,037.3,041.2,0894.8,0891.5
